Agrarian,1914,Centre Party,0.2
Agrarian,1917,Centre Party,8.84
Agrarian,1917,National Farmers' Union,3.1
Agrarian,1918,"Plattelandersbond | National Farmers', Horticulturists' and Middle Class Party",0.4
Agrarian,1919,Centre Party,19.7
Agrarian,1920,Centre Party,7.9
Agrarian,1920,Farmers' and winegrowers' association,0.69
Agrarian,1920,National Farmers' Union,6.2
Agrarian,1920,Rural Federation Thuringia,0.63
Agrarian,1921,Centre Party,11.0
Agrarian,1922,Centre Party,20.3
Agrarian,1922,Farmers' Party,7.8
Agrarian,1922,"Plattelandersbond | National Farmers', Horticulturists' and Middle Class Party",1.3
Agrarian,1923,Farmers' Party,12.1
Agrarian,1924,Baden Rural Federation,0.215
Agrarian,1924,Centre Party,10.8
Agrarian,1924,Farmers' and winegrowers' association,0.755
Agrarian,1924,Hessian Farmers' Federation,0.28
Agrarian,1924,Rural Federation Thuringia,0.47
Agrarian,1925,Party of Farmers and the Middle Class,2.4
Agrarian,1925,"Plattelandersbond | National Farmers', Horticulturists' and Middle Class Party",2.0
Agrarian,1927,Centre Party,22.6
Agrarian,1927,Farmers' Party,7.65
Agrarian,1928,Centre Party,11.2
Agrarian,1928,Farmers' and winegrowers' association,0.65
Agrarian,1928,German Farmers' Party,0.39
Agrarian,1928,Party of Farmers and the Middle Class,
Agrarian,1928,Saxon Peasants,0.42
Agrarian,1929,Centre Party,26.2
Agrarian,1929,Finnish Small Farmers' Party,1.1
Agrarian,1929,"Plattelandersbond | National Farmers', Horticulturists' and Middle Class Party",1.0
Agrarian,1930,Centre Party,27.3
Agrarian,1930,Farmers' and winegrowers' association,0.52
Agrarian,1930,Finnish Small Farmers' Party,1.8
Agrarian,1930,German Farmers' Party,0.16
Agrarian,1931,Party of Farmers and the Middle Class,6.9
Agrarian,1932,Centre Party,14.1
Agrarian,1932,Farmers' Party,1.8
Agrarian,1932,Farmers' and winegrowers' association,0.28
Agrarian,1932,Rural Federation Thuringia,0.16
Agrarian,1933,Centre Party,22.5
Agrarian,1933,Farmers' and winegrowers' association,0.21
Agrarian,1933,Finnish Small Farmers' Party,3.4
Agrarian,1933,People's Party,0.85
Agrarian,1933,"Plattelandersbond | National Farmers', Horticulturists' and Middle Class Party",1.3
Agrarian,1935,Farmers' Party ,3.2
Agrarian,1936,Centre Party,18.4
Agrarian,1936,Finnish Small Farmers' Party,2.0
Agrarian,1936,People's Party,0.63
Agrarian,1937,Party of Farmers and the Middle Class,2.6
Agrarian,1939,Centre Party,22.9
Agrarian,1939,Farmers' Party ,3.0
Agrarian,1939,Party of Smallholders and Rural People,2.14
Agrarian,1940,Centre Party,12.0
Agrarian,1943,Farmers' Party ,1.2
Agrarian,1943,Party of the Land,9.8
Agrarian,1944,Centre Party,13.6
Agrarian,1944,Party of the Land,10.8
Agrarian,1945,Centre Party,21.4
Agrarian,1945,Party of Smallholders and Rural People,1.2
Agrarian,1946,Agrarian Party,0.44
Agrarian,1948,Agrarian Party,0.37
Agrarian,1948,Centre Party,18.3
Agrarian,1948,Party of Smallholders and Rural People,0.29
Agrarian,1948,Party of the Land,5.58
Agrarian,1951,Centre Party,23.3
Agrarian,1951,Party of Smallholders and Rural People,0.27
Agrarian,1951,Party of the Land,2.92
Agrarian,1952,Centre Party,10.7
Agrarian,1954,Centre Party,24.1
Agrarian,1954,Party of the Land,3.09
Agrarian,1956,Centre Party,9.5
Agrarian,1957,Party of the Land,2.36
Agrarian,1958,Centre Party,17.9
Agrarian,1960,Centre Party,13.6
Agrarian,1961,Party of the Land,1.51
Agrarian,1962,Centre Party,22.95
Agrarian,1962,Finnish Party | True Finns,2.2
Agrarian,1963,Farmers Party,2.13
Agrarian,1964,Centre Party,13.2
Agrarian,1966,Centre Party,21.2
Agrarian,1966,Finnish Party | True Finns,1.0
Agrarian,1967,Farmers Party,4.77
Agrarian,1968,Centre Party,15.7
Agrarian,1970,Centre Party,18.5
Agrarian,1970,Finnish Party | True Finns,10.5
Agrarian,1971,Farmers Party,1.1
Agrarian,1972,Centre Party,16.4
Agrarian,1972,Farmers Party,1.94
Agrarian,1972,Finnish Party | True Finns,9.16
Agrarian,1973,Centre Party,25.1
Agrarian,1975,Centre Party,17.6
Agrarian,1975,Finnish Party | True Finns,3.6
Agrarian,1976,Centre Party,24.1
Agrarian,1977,Farmers Party,0.84
Agrarian,1979,Centre Party,17.700000000000003
Agrarian,1979,Finnish Party | True Finns,4.6
Agrarian,1982,Centre Party,15.5
Agrarian,1983,Centre Party,17.6
Agrarian,1983,Finnish Party | True Finns,9.7
Agrarian,1985,Centre Party,12.4
Agrarian,1987,Centre Party,17.6
Agrarian,1987,Finnish Party | True Finns,6.3
Agrarian,1988,Centre Party,11.3
Agrarian,1989,United People's Party,
Agrarian,1990, Alliance of Farmers and the Countryside,4.11
Agrarian,1990,Agrarian Alliance,3.1
Agrarian,1990,Alliance of Farmers and the Countryside,2.52
Agrarian,1990,Democratic Agrarian Party of Romania,1.8
Agrarian,1991,Agrarian People's Union,3.86
Agrarian,1991,"Bulgarian Agrarian National Union -- ""Nikola Petkov""",3.44
Agrarian,1991,Centre Party,16.65
Agrarian,1991,Finnish Party | True Finns,4.8
Agrarian,1991,Peasants Agreement,5.5
Agrarian,1991,Polish People's Party,8.7
Agrarian,1992,Democratic Agrarian Party of Romania,2.998
Agrarian,1992,Union of Farmers,2.91
Agrarian,1993,Farmers Union of Latvia,10.65
Agrarian,1993,Peasants Agreement,2.4
Agrarian,1993,Polish People's Party,15.4
Agrarian,1993,Self-Defense of the Republic Poland,2.78
Agrarian,1994,Agrarian Alliance,2.1
Agrarian,1994,Agrarian People's Union,6.51
Agrarian,1994,Centre Party,7.7
Agrarian,1995,Centre Party,19.8
Agrarian,1995,Estonian Farmers Party,1.51
Agrarian,1995,Finnish Party | True Finns,1.3
Agrarian,1995,Union of Latvian Farmers ,1.37
Agrarian,1996,Lithuanian Peasant Party,1.75
Agrarian,1997,Polish People's Party,7.31
Agrarian,1998,Centre Party,5.12
Agrarian,1998,Farmers Union of Latvia,2.47
Agrarian,1999,Centre Party,22.4
Agrarian,1999,Finnish Party | True Finns,1.0
Agrarian,2000,Croatian Peasant Party,15.6
Agrarian,2000,Croatian Peasant's People's Party,1.4
Agrarian,2000,Lithuanian Peasant Party,4.08
Agrarian,2001,Polish People's Party,9.0
Agrarian,2001,Self-Defense of the Republic Poland,10.2
Agrarian,2002,Centre Party,6.2
Agrarian,2002,Green and Farmers' Union,9.4
Agrarian,2002,"Hunting, Fishing, Nature, Tradition",1.67
Agrarian,2003,Centre Party,24.7
Agrarian,2003,Croatian Democratic Peasant Party,1.0
Agrarian,2003,Croatian Peasant Party,7.3
Agrarian,2003,Finnish Party | True Finns,1.6
Agrarian,2004,Lithuanian Peasant Union,6.6
Agrarian,2005,Polish People's Party,7.0
Agrarian,2005,Self-Defense of the Republic Poland,11.4
Agrarian,2006,Centre Party,7.9
Agrarian,2006,Green and Farmers' Union,16.71
Agrarian,2007,Centre Party,23.1
Agrarian,2007,Croatian Peasant Party,6.4
Agrarian,2007,Finnish Party | True Finns,4.1
Agrarian,2007,Polish People's Party,8.91
Agrarian,2007,Self-Defense of the Republic Poland,1.53
Agrarian,2008,Lithuanian Peasant Union,3.73
Agrarian,2010,Centre Party,6.56
Agrarian,2010,Green and Farmers' Union,20.11
Agrarian,2011,Centre Party,15.8
Agrarian,2011,Croatian Peasant Party,0.64
Agrarian,2011,Finnish Party | True Finns,19.1
Agrarian,2011,Green and Farmers' Union,12.22
Agrarian,2011,Polish People's Party,8.36
Agrarian,2012,Lithuanian Peasant Union,3.88
Agrarian,2014,Centre Party,6.11
Agrarian,2014,Green and Farmers' Union,19.53
Agrarian,2015,Centre Party,21.1
Agrarian,2015,Croatian Peasant Party,
Agrarian,2015,Finnish Party | True Finns,17.65
Agrarian,2015,Polish People's Party,5.13
Agrarian,2016,Lithuanian Peasant Union,22.45
Agrarian,2018,Centre Party,8.61
Agrarian,2018,Green and Farmers' Union,9.97
Agrarian,2019,Centre Party,13.8
Agrarian,2019,Finnish Party | True Finns,17.5
Christian democracy,1900,Catholic Party,48.5
Christian democracy,1900,Christian Peoples' Party [Daens],2.5
Christian democracy,1902,Catholic Party,56.0
Christian democracy,1902,Christian Peoples' Party [Daens],2.5
Christian democracy,1904,Catholic Party,43.5
Christian democracy,1904,Christian Peoples' Party [Daens],1.8
Christian democracy,1906,Catholic Party,54.3
Christian democracy,1906,Christian Peoples' Party [Daens],1.0
Christian democracy,1908,Catholic Party,43.1
Christian democracy,1908,Christian Peoples' Party [Daens],2.7
Christian democracy,1910,Catholic Party,53.1
Christian democracy,1910,Christian Peoples' Party [Daens],2.1
Christian democracy,1910,Liberal People's Action,1.81
Christian democracy,1912,Catholic Party,51.0
Christian democracy,1912,Christian Peoples' Party [Daens],0.7
Christian democracy,1914,Catholic Party,42.8
Christian democracy,1914,Christian Peoples' Party [Daens],1.7
Christian democracy,1918,Anti-Revolutionary Party,13.4
Christian democracy,1918,Christian Historical Union,6.5
Christian democracy,1918,Roman Catholic Party,30.0
Christian democracy,1919,Austrian People's Party,35.93
Christian democracy,1919,Bavarian People's Party,3.77
Christian democracy,1919,Catholic Party,35.2
Christian democracy,1919,Centre Party,15.45
Christian democracy,1920,Austrian People's Party,41.79
Christian democracy,1920,Bavarian People's Party,4.51
Christian democracy,1920,Centre Party,13.61
Christian democracy,1921,Catholic Dissidents,4.3
Christian democracy,1921,Catholic Party,39.8
Christian democracy,1922,Anti-Revolutionary Party,13.7
Christian democracy,1922,Christian Historical Union,10.9
Christian democracy,1922,Roman Catholic Party,29.9
Christian democracy,1923,Austrian People's Party,44.05
Christian democracy,1924,Bavarian People's Party,3.4800000000000004
Christian democracy,1924,Centre Party,13.415
Christian democracy,1925,Anti-Revolutionary Party,12.2
Christian democracy,1925,Catholic Party,36.1
Christian democracy,1925,Christian Historical Union,9.9
Christian democracy,1925,New Reformed State Party ,1.0
Christian democracy,1925,Roman Catholic Party,28.6
Christian democracy,1925,Roman Catholic People's Party,1.2
Christian democracy,1927,Austrian People's Party,48.24
Christian democracy,1927,"Udeverband, Association against Corruption",1.0
Christian democracy,1928,Bavarian People's Party,3.27
Christian democracy,1928,Centre Party,11.88
Christian democracy,1928,Christian-National Peasants' and Farmers' Party,1.86
Christian democracy,1929,Anti-Revolutionary Party,11.6
Christian democracy,1929,Catholic Party,36.6
Christian democracy,1929,Christian Historical Union,10.5
Christian democracy,1929,New Reformed State Party ,1.1
Christian democracy,1929,Roman Catholic Party,29.6
Christian democracy,1930,Austrian People's Party,35.65
Christian democracy,1930,Bavarian People's Party,3.2
Christian democracy,1930,Centre Party,11.63
Christian democracy,1930,Christian Social People's Service,2.48
Christian democracy,1930,Christian-National Peasants' and Farmers' Party,2.82
Christian democracy,1932,Bavarian People's Party,3.33
Christian democracy,1932,Catholic Party,38.5
Christian democracy,1932,Centre Party,12.02
Christian democracy,1932,Christian Social People's Service,1.065
Christian democracy,1932,Popular Democratic Party,3.23
Christian democracy,1933,Anti-Revolutionary Party,13.4
Christian democracy,1933,Bavarian People's Party,2.88
Christian democracy,1933,Centre Party,11.09
Christian democracy,1933,Christian Democratic Union,1.0
Christian democracy,1933,Christian Historical Union,9.1
Christian democracy,1933,Christian Social People's Service,0.98
Christian democracy,1933,New Reformed State Party ,0.9
Christian democracy,1933,Roman Catholic Party,27.9
Christian democracy,1933,Roman Catholic People's Party,1.1
Christian democracy,1936, Christian Democrats,0.94
Christian democracy,1936,Catholic Party,27.7
Christian democracy,1937,Anti-Revolutionary Party,16.4
Christian democracy,1937,Christian Democratic Union,2.1
Christian democracy,1937,Christian Historical Union,7.5
Christian democracy,1937,Fine Gael (Familiy of the Irish),34.8
Christian democracy,1937,Roman Catholic Party,28.8
Christian democracy,1938,Fine Gael (Familiy of the Irish),33.3
Christian democracy,1939,Catholic Flemish People's Party,3.2
Christian democracy,1939,Catholic Party,30.38
Christian democracy,1943,Fine Gael (Familiy of the Irish),23.1
Christian democracy,1944,Fine Gael (Familiy of the Irish),20.5
Christian democracy,1945,Austrian People's Party,49.8
Christian democracy,1945,Christian Social People's Party,41.4146018709
Christian democracy,1945,Popular Republican Movement,24.91
Christian democracy,1946,Anti-Revolutionary Party,12.9
Christian democracy,1946,Catholic Peoples Party,30.81
Christian democracy,1946,Christian Democrats,35.21
Christian democracy,1946,Christian Historical Union,7.84
Christian democracy,1946,Francophone Christian Social Party and Flemish Christian People's Party,42.54
Christian democracy,1946,Popular Republican Movement,27.200000000000003
Christian democracy,1948,Anti-Revolutionary Party,13.21
Christian democracy,1948,Catholic National Party,1.26
Christian democracy,1948,Catholic Peoples Party,31.04
Christian democracy,1948,Christian Democrats,48.5
Christian democracy,1948,Christian Historical Union,9.19
Christian democracy,1948,Christian Social People's Party,33.3
Christian democracy,1948,Fine Gael (Familiy of the Irish),19.83
Christian democracy,1949,Austrian People's Party,44.0
Christian democracy,1949,Centre Party,3.1
Christian democracy,1949,Christian Democratic Union,25.2
Christian democracy,1949,Christian Social Union,5.8
Christian democracy,1949,Francophone Christian Social Party and Flemish Christian People's Party,43.5
Christian democracy,1950,Francophone Christian Social Party and Flemish Christian People's Party,47.68
Christian democracy,1951,Christian Social People's Party,40.57
Christian democracy,1951,Fine Gael (Familiy of the Irish),25.75
Christian democracy,1951,Popular Republican Movement,12.5
Christian democracy,1952,Anti-Revolutionary Party,11.31
Christian democracy,1952,Catholic National Party,2.71
Christian democracy,1952,Catholic Peoples Party,28.67
Christian democracy,1952,Christian Historical Union,8.92
Christian democracy,1953,All-German People's Party,1.2
Christian democracy,1953,Austrian People's Party,41.3
Christian democracy,1953,Centre Party,0.8
Christian democracy,1953,Christian Democratic Union,36.4
Christian democracy,1953,Christian Democrats,40.1
Christian democracy,1953,Christian Social Union,8.8
Christian democracy,1954,Catholics Lists,0.8
Christian democracy,1954,Christian Social People's Party,42.37
Christian democracy,1954,Fine Gael (Familiy of the Irish),31.98
Christian democracy,1954,Francophone Christian Social Party and Flemish Christian People's Party,41.1
Christian democracy,1956,Anti-Revolutionary Party,9.91
Christian democracy,1956,Austrian People's Party,46.0
Christian democracy,1956,Catholic Peoples Party,31.69
